SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
664 15.09 8.27 -99.29 -0.20 -0.47 10.67 -0.03 0.03 0.03
665 15.09 8.27 -99.29 -0.24 -0.51 10.59 -0.03 0.03 0.04
666 15.09 8.27 -99.29 -0.24 -0.35 10.67 -0.02 0.02 0.03
667 15.09 8.27 -99.29 -0.24 -0.47 10.59 -0.02 0.02 0.04
668 15.36 8.55 -99.29 -0.27 -0.47 10.63 -0.02 0.02 0.03
669 15.36 8.55 -99.29 -0.27 -0.47 10.94 -0.03 0.03 0.03
670 15.36 8.55 -99.29 -0.24 -0.43 10.83 -0.03 0.03 0.03
671 15.36 8.55 -99.29 -0.27 -0.47 10.71 -0.02 0.03 0.04
672 15.36 8.55 -99.29 -0.27 -0.39 10.63 -0.02 0.02 0.04
673 15.36 8.55 -99.29 -0.24 -0.47 10.51 -0.02 0.03 0.03
674 15.36 8.55 -99.29 -0.24 -0.35 10.51 -0.03 0.03 0.03
675 15.45 8.18 -99.59 -0.31 -0.51 10.55 -0.03 0.03 0.03
676 15.45 8.18 -99.59 -0.31 -0.43 10.47 -0.02 0.03 0.03
677 15.45 8.18 -99.59 -0.35 -0.43 10.59 -0.02 0.02 0.03
678 15.45 8.18 -99.59 -0.20 -0.43 10.75 -0.02 0.02 0.03
679 15.45 8.18 -99.59 -0.20 -0.43 10.67 -0.02 0.03 0.03
680 15.45 8.18 -99.59 -0.24 -0.43 10.55 -0.03 0.03 0.04
681 15.45 8.18 -99.59 -0.27 -0.43 10.71 -0.03 0.03 0.02
682 15.64 8.45 -99.39 -0.24 -0.47 10.55 -0.02 0.03 0.02
683 15.64 8.45 -99.39 -0.24 -0.35 10.67 -0.02 0.02 0.03
684 15.64 8.45 -99.39 -0.20 -0.43 10.67 -0.02 0.03 0.03
685 15.64 8.45 -99.39 -0.24 -0.35 10.59 -0.03 0.03 0.03
686 15.64 8.45 -99.39 -0.24 -0.47 10.71 -0.03 0.03 0.03
687 15.64 8.45 -99.39 -0.27 -0.47 10.59 -0.03 0.03 0.03
688 15.64 8.64 -99.59 -0.24 -0.43 10.47 -0.02 0.03 0.03
689 15.45 8.64 -99.59 -0.24 -0.39 10.59 -0.02 0.02 0.03
690 15.45 8.64 -99.59 -0.24 -0.43 10.67 -0.02 0.03 0.03
691 15.45 8.64 -99.59 -0.24 -0.47 10.71 -0.03 0.03 0.03
692 15.45 8.64 -99.59 -0.24 -0.39 10.63 -0.02 0.03 0.02
693 15.45 8.64 -99.59 -0.27 -0.39 10.63 -0.02 0.03 0.02
694 15.45 8.64 -99.59 -0.27 -0.39 10.51 -0.02 0.02 0.03
695 15.27 8.36 -99.90 -0.31 -0.39 10.51 -0.03 0.03 0.03
696 15.27 8.36 -99.90 -0.20 -0.43 10.55 -0.02 0.03 0.02
697 15.27 8.36 -99.90 -0.12 -0.43 10.75 -0.02 0.03 0.03
698 15.27 8.36 -99.90 -0.27 -0.47 10.83 -0.02 0.03 0.03
699 15.27 8.36 -99.90 -0.12 -0.43 10.63 -0.02 0.02 0.03
700 15.27 8.36 -99.90 -0.16 -0.43 10.59 -0.02 0.03 0.03
701 15.27 8.36 -99.90 -0.31 -0.47 10.55 -0.02 0.03 0.02
702 15.55 8.55 -99.59 -0.20 -0.47 10.47 -0.03 0.03 0.03
703 15.55 8.55 -99.59 -0.08 -0.51 10.67 -0.02 0.03 0.02
704 15.55 8.55 -99.59 -0.20 -0.47 10.67 -0.02 0.02 0.03
705 15.55 8.55 -99.59 -0.24 -0.43 10.71 -0.02 0.03 0.03
706 15.55 8.55 -99.59 -0.20 -0.47 10.59 -0.02 0.03 0.02
707 15.55 8.55 -99.59 -0.27 -0.39 10.67 -0.02 0.03 0.02
708 15.55 8.55 -99.59 -0.24 -0.43 10.55 -0.02 0.03 0.03
709 15.64 8.45 -99.59 -0.27 -0.51 10.79 -0.02 0.03 0.02
710 15.64 8.45 -99.59 -0.24 -0.43 10.63 -0.02 0.03 0.02
711 15.64 8.45 -99.59 -0.20 -0.39 10.67 -0.02 0.03 0.03
712 15.64 8.45 -99.59 -0.27 -0.47 10.67 -0.03 0.03 0.02
713 15.64 8.45 -99.59 -0.24 -0.47 10.67 -0.02 0.03 0.03
714 15.64 8.45 -99.59 -0.27 -0.43 10.59 -0.02 0.02 0.02
715 15.64 8.45 -99.59 -0.24 -0.39 10.67 -0.02 0.02 0.03
716 15.73 8.18 -99.69 -0.27 -0.47 10.71 -0.02 0.03 0.02
717 15.73 8.18 -99.69 -0.24 -0.43 10.63 -0.02 0.03 0.02
718 15.73 8.18 -99.69 -0.27 -0.43 10.71 -0.02 0.03 0.03
719 15.73 8.18 -99.69 -0.27 -0.43 10.63 -0.02 0.03 0.02
720 15.73 8.18 -99.69 -0.27 -0.43 10.59 -0.02 0.02 0.02
721 15.73 8.18 -99.69 -0.20 -0.47 10.59 -0.02 0.03 0.02
722 15.73 8.55 -99.69 -0.27 -0.47 10.55 -0.02 0.03 0.02
723 15.27 8.55 -99.49 -0.31 -0.55 10.75 -0.02 0.03 0.03
724 15.27 8.55 -99.49 -0.20 -0.43 10.79 -0.02 0.03 0.02
725 15.27 8.55 -99.49 -0.27 -0.51 10.51 -0.02 0.02 0.03
726 15.27 8.55 -99.49 -0.20 -0.47 10.67 -0.02 0.02 0.03
727 15.27 8.55 -99.49 -0.24 -0.47 10.75 -0.02 0.03 0.03
728 15.27 8.55 -99.49 -0.24 -0.39 10.55 -0.02 0.03 0.03
729 16.00 8.18 -99.39 -0.24 -0.43 10.71 -0.02 0.03 0.03
730 16.00 8.18 -99.39 -0.20 -0.47 10.71 -0.02 0.02 0.03
731 16.00 8.18 -99.39 -0.24 -0.47 10.59 -0.02 0.02 0.03
732 16.00 8.18 -99.39 -0.24 -0.47 10.63 -0.02 0.03 0.02
733 16.00 8.18 -99.39 -0.24 -0.47 10.55 -0.02 0.03 0.02
734 16.00 8.18 -99.39 -0.27 -0.43 10.67 -0.02 0.03 0.03
735 16.00 8.18 -99.39 -0.24 -0.39 10.67 -0.02 0.02 0.03
736 15.45 8.27 -99.59 -0.27 -0.39 10.63 -0.02 0.02 0.03
737 15.45 8.27 -99.59 -0.20 -0.47 10.63 -0.02 0.02 0.03
738 15.45 8.27 -99.59 -0.24 -0.47 10.63 -0.02 0.03 0.03
739 15.45 8.27 -99.59 -0.27 -0.39 10.63 -0.02 0.03 0.03
740 15.45 8.27 -99.59 -0.27 -0.43 10.63 -0.02 0.02 0.04
741 15.45 8.27 -99.59 -0.20 -0.47 10.63 -0.02 0.03 0.02
742 15.45 8.27 -99.59 -0.24 -0.47 10.59 -0.02 0.03 0.03
743 15.45 8.36 -99.80 -0.27 -0.39 10.67 -0.02 0.03 0.04
744 15.45 8.36 -99.80 -0.24 -0.47 10.71 -0.02 0.03 0.03
745 15.45 8.36 -99.80 -0.24 -0.47 10.59 -0.02 0.03 0.03
746 15.45 8.36 -99.80 -0.24 -0.47 10.59 -0.02 0.03 0.03
747 15.45 8.36 -99.80 -0.24 -0.47 10.55 -0.02 0.02 0.04
748 15.45 8.36 -99.80 -0.24 -0.39 10.67 -0.02 0.03 0.03
749 15.45 8.36 -99.80 -0.35 -0.39 10.59 -0.02 0.03 0.04
750 15.45 8.09 -99.49 -0.27 -0.43 10.63 -0.02 0.03 0.03
751 15.45 8.09 -99.49 -0.27 -0.43 10.63 -0.02 0.03 0.03
752 15.45 8.09 -99.49 -0.24 -0.43 10.59 -0.02 0.03 0.03
753 15.45 8.09 -99.49 -0.24 -0.47 10.67 -0.02 0.03 0.03
754 15.45 8.09 -99.49 -0.27 -0.59 10.43 -0.02 0.03 0.03
755 15.45 8.09 -99.49 -0.24 -0.39 10.71 -0.02 0.03 0.03
756 15.45 8.09 -99.49 -0.35 -0.43 10.59 -0.02 0.03 0.03
757 15.45 8.09 -99.49 -0.27 -0.39 10.59 -0.02 0.02 0.03
758 15.45 8.09 -99.49 -0.20 -0.43 10.59 -0.02 0.03 0.03
759 15.45 8.09 -99.49 -0.24 -0.47 10.67 -0.02 0.03 0.04
760 15.45 8.09 -99.49 -0.20 -0.43 10.67 -0.02 0.03 0.03
761 15.45 8.09 -99.49 -0.20 -0.43 10.63 -0.02 0.02 0.03
762 15.45 8.09 -99.49 -0.24 -0.51 10.67 -0.02 0.02 0.03
763 15.55 8.27 -99.18 -0.20 -0.39 10.67 -0.02 0.02 0.04
764 15.55 8.27 -99.18 -0.24 -0.47 10.63 -0.02 0.03 0.04
765 15.55 8.27 -99.18 -0.24 -0.43 10.59 -0.02 0.03 0.04
766 15.55 8.27 -99.18 -0.24 -0.47 10.67 -0.02 0.03 0.04
767 15.55 8.27 -99.18 -0.20 -0.47 10.67 -0.02 0.02 0.03
768 15.55 8.27 -99.18 -0.20 -0.47 10.63 -0.02 0.02 0.03
769 15.55 8.27 -99.18 -0.24 -0.43 10.67 -0.02 0.03 0.02
770 15.27 8.45 -99.39 -0.39 -0.51 10.63 -0.02 0.03 0.03
771 15.27 8.45 -99.39 -0.39 -0.35 10.63 -0.03 0.03 0.04
772 15.27 8.45 -99.39 -0.31 -0.39 10.63 -0.02 0.02 0.03
773 15.27 8.45 -99.39 -0.20 -0.47 10.71 -0.02 0.02 0.02
774 15.27 8.45 -99.39 -0.27 -0.35 10.67 -0.02 0.02 0.02
775 15.27 8.45 -99.39 -0.31 -0.39 10.40 -0.02 0.02 0.03
776 15.27 8.45 -99.39 -0.24 -0.39 10.75 -0.03 0.03 0.03
777 15.36 8.45 -99.59 -0.27 -0.39 10.79 -0.03 0.03 0.03
778 15.36 8.45 -99.59 -0.24 -0.43 10.71 -0.02 0.03 0.02
779 15.36 8.45 -99.59 -0.20 -0.43 10.79 -0.02 0.02 0.02
780 15.36 8.45 -99.59 -0.31 -0.47 10.55 -0.02 0.03 0.03
781 15.36 8.45 -99.59 -0.27 -0.43 10.59 -0.03 0.03 0.03
782 15.36 8.45 -99.59 -0.20 -0.43 10.71 -0.02 0.03 0.03
783 15.36 8.45 -99.59 -0.24 -0.43 10.67 -0.02 0.02 0.03
784 15.36 8.36 -99.29 -0.27 -0.43 10.59 -0.02 0.02 0.03
785 15.36 8.36 -99.29 -0.24 -0.55 10.63 -0.02 0.03 0.03
786 15.36 8.36 -99.29 -0.31 -0.51 10.71 -0.02 0.03 0.03
787 15.36 8.36 -99.29 -0.24 -0.39 10.67 -0.03 0.03 0.03
788 15.36 8.36 -99.29 -0.24 -0.43 10.59 -0.02 0.03 0.03
789 15.36 8.36 -99.29 -0.27 -0.47 10.79 -0.02 0.02 0.03
790 15.36 8.36 -99.29 -0.24 -0.47 10.67 -0.02 0.03 0.02
791 15.36 8.36 -99.29 -0.27 -0.51 10.75 -0.02 0.03 0.03
792 15.36 8.36 -99.29 -0.27 -0.51 10.67 -0.02 0.03 0.03
793 15.36 8.36 -99.29 -0.27 -0.51 10.59 -0.02 0.03 0.03
794 15.36 8.36 -99.29 -0.16 -0.43 10.59 -0.02 0.03 0.03
795 15.36 8.36 -99.29 -0.24 -0.47 10.63 -0.02 0.02 0.04
796 15.36 8.36 -99.29 -0.24 -0.47 10.59 -0.02 0.03 0.03
797 15.18 8.55 -99.29 -0.24 -0.47 10.59 -0.03 0.03 0.04
798 15.18 8.55 -99.29 -0.27 -0.39 10.59 -0.03 0.03 0.04
799 15.18 8.55 -99.29 -0.20 -0.43 10.71 -0.02 0.03 0.02
800 15.18 8.55 -99.29 -0.24 -0.39 10.71 -0.02 0.02 0.02
801 15.18 8.55 -99.29 -0.24 -0.43 10.75 -0.02 0.03 0.03
802 15.18 8.55 -99.29 -0.20 -0.43 10.67 -0.03 0.03 0.03
803 15.18 8.55 -99.29 -0.31 -0.43 10.63 -0.03 0.03 0.03
804 15.55 8.36 -99.59 -0.20 -0.47 10.55 -0.03 0.03 0.03
805 15.55 8.36 -99.59 -0.31 -0.39 10.59 -0.02 0.02 0.03
806 15.55 8.36 -99.59 -0.27 -0.47 10.63 -0.02 0.02 0.03
807 15.55 8.36 -99.59 -0.20 -0.43 10.63 -0.02 0.03 0.03
808 15.55 8.36 -99.59 -0.20 -0.47 10.63 -0.03 0.03 0.03
809 15.55 8.36 -99.59 -0.27 -0.43 10.59 -0.02 0.03 0.03
810 15.55 8.36 -99.59 -0.20 -0.51 10.71 -0.02 0.02 0.02
811 15.09 8.27 -99.49 -0.27 -0.43 10.67 -0.02 0.02 0.03
812 15.09 8.27 -99.49 -0.24 -0.39 10.63 -0.02 0.03 0.03
813 15.09 8.27 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.03
814 15.09 8.27 -99.49 -0.16 -0.39 10.63 -0.02 0.04 0.02
815 15.09 8.27 -99.49 -0.27 -0.43 10.67 -0.02 0.03 0.02
816 15.09 8.27 -99.49 -0.27 -0.47 10.67 -0.02 0.02 0.03
817 15.09 8.27 -99.49 -0.20 -0.43 10.67 -0.02 0.02 0.02
818 15.18 8.36 -99.39 -0.24 -0.43 10.59 -0.02 0.03 0.02
819 15.18 8.36 -99.39 -0.27 -0.39 10.63 -0.03 0.03 0.03
820 15.18 8.36 -99.39 -0.27 -0.47 10.59 -0.02 0.03 0.03
821 15.18 8.36 -99.39 -0.24 -0.43 10.67 -0.02 0.02 0.03
822 15.18 8.36 -99.39 -0.24 -0.51 10.55 -0.02 0.02 0.03
823 15.18 8.36 -99.39 -0.27 -0.51 10.55 -0.02 0.03 0.03
824 15.18 8.36 -99.39 -0.20 -0.47 10.59 -0.02 0.03 0.03
825 15.18 8.36 -99.39 -0.24 -0.47 10.83 -0.02 0.03 0.02
826 15.18 8.36 -99.39 -0.24 -0.39 10.63 -0.02 0.02 0.02
827 15.18 8.36 -99.39 -0.35 -0.47 10.67 -0.02 0.02 0.02
828 15.18 8.36 -99.39 -0.24 -0.55 10.59 -0.02 0.03 0.02
829 15.18 8.36 -99.39 -0.27 -0.35 10.71 -0.02 0.03 0.03
830 15.18 8.36 -99.39 -0.27 -0.47 10.67 -0.02 0.03 0.03
831 15.18 8.64 -99.39 -0.16 -0.51 10.63 -0.02 0.02 0.03
832 15.18 8.64 -99.39 -0.27 -0.35 10.63 -0.02 0.02 0.03
833 15.18 8.64 -99.39 -0.24 -0.43 10.59 -0.02 0.02 0.03
834 15.18 8.64 -99.39 -0.31 -0.47 10.59 -0.02 0.03 0.03
835 15.18 8.64 -99.39 -0.24 -0.43 10.71 -0.02 0.03 0.02
836 15.18 8.64 -99.39 -0.27 -0.47 10.71 -0.02 0.03 0.03
837 15.18 8.64 -99.39 -0.27 -0.43 10.63 -0.02 0.02 0.02
838 15.36 8.36 -99.59 -0.24 -0.47 10.59 -0.02 0.02 0.02
839 15.36 8.36 -99.59 -0.35 -0.39 10.67 -0.02 0.03 0.03
840 15.36 8.36 -99.59 -0.24 -0.43 10.63 -0.02 0.03 0.03
841 15.36 8.36 -99.59 -0.24 -0.39 10.63 -0.02 0.03 0.04
842 15.36 8.36 -99.59 -0.24 -0.43 10.59 -0.03 0.03 0.04
843 15.36 8.36 -99.59 -0.24 -0.47 10.63 -0.02 0.02 0.02
844 15.36 8.36 -99.59 -0.24 -0.43 10.63 -0.02 0.02 0.03
845 15.55 8.36 -99.08 -0.27 -0.43 10.71 -0.02 0.03 0.02
846 15.55 8.36 -99.08 -0.27 -0.43 10.59 -0.02 0.03 0.02
847 15.55 8.36 -99.08 -0.20 -0.47 10.67 -0.02 0.03 0.03
848 15.55 8.36 -99.08 -0.20 -0.39 10.71 -0.02 0.02 0.03
849 15.55 8.36 -99.08 -0.24 -0.39 10.71 -0.02 0.02 0.04
850 15.55 8.36 -99.08 -0.20 -0.51 10.55 -0.02 0.03 0.03
851 15.55 8.36 -99.08 -0.24 -0.47 10.51 -0.02 0.03 0.03
852 15.73 8.45 -99.39 -0.27 -0.43 10.59 -0.02 0.03 0.02
853 15.73 8.45 -99.39 -0.24 -0.43 10.75 -0.02 0.03 0.03
854 15.73 8.45 -99.39 -0.27 -0.47 10.71 -0.02 0.02 0.03
855 15.73 8.45 -99.39 -0.27 -0.39 10.75 -0.02 0.02 0.03
856 15.73 8.45 -99.39 -0.20 -0.51 10.75 -0.02 0.03 0.03
857 15.73 8.45 -99.39 -0.24 -0.47 10.79 -0.02 0.03 0.03
858 15.73 8.45 -99.39 -0.20 -0.43 10.83 -0.02 0.03 0.03
859 15.73 8.45 -99.39 -0.31 -0.47 10.67 -0.02 0.02 0.02
860 15.73 8.45 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.02
861 15.73 8.45 -99.39 -0.27 -0.43 10.67 -0.02 0.03 0.02
862 15.73 8.45 -99.39 -0.24 -0.43 10.67 -0.02 0.03 0.03
863 15.73 8.45 -99.39 -0.24 -0.51 10.63 -0.02 0.03 0.03
864 15.73 8.45 -99.39 -0.20 -0.43 10.67 -0.02 0.02 0.03
865 15.55 8.45 -99.80 -0.24 -0.43 10.71 -0.02 0.03 0.02
866 15.55 8.45 -99.80 -0.24 -0.39 10.63 -0.02 0.03 0.02
867 15.55 8.45 -99.80 -0.31 -0.47 10.55 -0.02 0.03 0.03
868 15.55 8.45 -99.80 -0.27 -0.51 10.71 -0.02 0.03 0.04
869 15.55 8.45 -99.80 -0.27 -0.47 10.71 -0.02 0.02 0.04
870 15.55 8.45 -99.80 -0.27 -0.43 10.71 -0.02 0.02 0.03
871 15.55 8.45 -99.80 -0.20 -0.47 10.59 -0.02 0.03 0.03
872 15.55 8.27 -99.39 -0.20 -0.55 10.71 -0.02 0.03 0.04
873 15.55 8.27 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.03
874 15.55 8.27 -99.39 -0.24 -0.43 10.51 -0.02 0.03 0.03
875 15.55 8.27 -99.39 -0.24 -0.43 10.51 -0.02 0.02 0.04
876 15.55 8.27 -99.39 -0.20 -0.39 10.79 -0.02 0.03 0.03
877 15.55 8.27 -99.39 -0.31 -0.43 10.71 -0.02 0.03 0.04
878 15.55 8.27 -99.39 -0.20 -0.39 10.87 -0.02 0.03 0.04
879 15.55 8.18 -99.59 -0.31 -0.43 10.67 -0.02 0.03 0.03
880 15.55 8.18 -99.59 -0.27 -0.51 10.83 -0.02 0.03 0.03
881 15.55 8.18 -99.59 -0.20 -0.35 10.79 -0.02 0.02 0.03
882 15.55 8.18 -99.59 -0.08 -0.43 10.75 -0.02 0.02 0.03
883 15.55 8.18 -99.59 -0.27 -0.47 10.51 -0.02 0.03 0.02
884 15.55 8.18 -99.59 -0.20 -0.43 10.51 -0.03 0.03 0.04
885 15.55 8.18 -99.59 -0.20 -0.43 10.63 -0.02 0.03 0.03
886 15.45 8.36 -99.59 -0.24 -0.35 10.40 -0.02 0.02 0.03
887 15.45 8.36 -99.59 -0.27 -0.43 10.63 -0.02 0.03 0.02
888 15.45 8.36 -99.59 -0.24 -0.47 10.59 -0.02 0.03 0.03
889 15.45 8.36 -99.59 -0.27 -0.43 10.67 -0.02 0.03 0.03
890 15.45 8.36 -99.59 -0.27 -0.47 10.59 -0.02 0.03 0.03
891 15.45 8.36 -99.59 -0.24 -0.43 10.63 -0.02 0.02 0.03
892 15.45 8.36 -99.59 -0.27 -0.47 10.59 -0.03 0.02 0.04
893 15.73 8.55 -99.80 -0.20 -0.47 10.59 -0.02 0.03 0.03
894 15.73 8.55 -99.80 -0.27 -0.39 10.67 -0.02 0.03 0.04
895 15.73 8.55 -99.80 -0.24 -0.39 10.67 -0.02 0.03 0.03
896 15.73 8.55 -99.80 -0.24 -0.47 10.67 -0.02 0.02 0.04
897 15.73 8.55 -99.80 -0.27 -0.43 10.63 -0.02 0.02 0.03
898 15.73 8.55 -99.80 -0.27 -0.47 10.63 -0.02 0.03 0.03
899 15.73 8.09 -99.49 -0.35 -0.39 10.71 -0.02 0.03 0.03
900 15.73 8.09 -99.49 -0.35 -0.39 10.71 -0.02 0.03 0.04
901 15.73 8.09 -99.49 -0.24 -0.43 10.71 -0.03 0.03 0.04
902 15.73 8.09 -99.49 -0.27 -0.39 10.83 -0.02 0.02 0.03
903 15.73 8.09 -99.49 -0.27 -0.47 10.59 -0.02 0.02 0.04
904 15.73 8.09 -99.49 -0.20 -0.47 10.71 -0.02 0.03 0.03
905 15.73 8.09 -99.49 -0.27 -0.35 10.67 -0.03 0.03 0.03
906 15.64 8.45 -99.49 -0.27 -0.43 10.79 -0.03 0.03 0.03
907 15.64 8.45 -99.49 -0.24 -0.51 10.67 -0.02 0.03 0.03
908 15.64 8.45 -99.49 -0.31 -0.35 10.63 -0.02 0.03 0.03
909 15.64 8.45 -99.49 -0.24 -0.47 10.71 -0.02 0.03 0.03
910 15.64 8.45 -99.49 -0.27 -0.43 10.71 -0.03 0.03 0.03
911 15.64 8.45 -99.49 -0.27 -0.47 10.63 -0.03 0.03 0.03
912 15.64 8.45 -99.49 -0.27 -0.47 10.63 -0.02 0.03 0.02
913 15.45 8.45 -99.49 -0.24 -0.39 10.75 -0.02 0.02 0.04
914 15.45 8.45 -99.49 -0.24 -0.51 10.67 -0.02 0.03 0.03
915 15.45 8.45 -99.49 -0.31 -0.43 10.55 -0.02 0.03 0.03
916 15.45 8.45 -99.49 -0.27 -0.39 10.63 -0.02 0.03 0.03
917 15.45 8.45 -99.49 -0.27 -0.43 10.59 -0.02 0.03 0.03
918 15.45 8.45 -99.49 -0.24 -0.43 10.71 -0.02 0.03 0.03
919 15.45 8.45 -99.49 -0.20 -0.47 10.67 -0.02 0.03 0.03
920 15.36 8.45 -99.59 -0.24 -0.47 10.63 -0.02 0.03 0.03
921 15.36 8.45 -99.59 -0.27 -0.43 10.63 -0.02 0.03 0.02
922 15.36 8.45 -99.59 -0.27 -0.47 10.67 -0.03 0.03 0.03
923 15.36 8.45 -99.59 -0.20 -0.43 10.71 -0.02 0.02 0.03
924 15.36 8.45 -99.59 -0.20 -0.47 10.59 -0.02 0.02 0.03
925 15.36 8.45 -99.59 -0.27 -0.47 10.51 -0.03 0.03 0.03
926 15.36 8.45 -99.59 -0.27 -0.47 10.51 -0.02 0.03 0.02
927 15.36 8.45 -99.59 -0.27 -0.43 10.51 -0.02 0.03 0.02
928 15.36 8.45 -99.59 -0.27 -0.43 10.79 -0.02 0.03 0.02
929 15.36 8.45 -99.59 -0.16 -0.43 10.71 -0.02 0.03 0.02
930 15.36 8.45 -99.59 -0.16 -0.51 10.59 -0.02 0.03 0.02
931 15.36 8.45 -99.59 -0.35 -0.47 10.59 -0.02 0.03 0.03
932 15.36 8.45 -99.59 -0.27 -0.43 10.63 -0.03 0.03 0.03
933 15.55 8.36 -99.69 -0.35 -0.43 10.67 -0.02 0.03 0.02
934 15.55 8.36 -99.69 -0.24 -0.43 10.67 -0.02 0.02 0.02
935 15.55 8.36 -99.69 -0.27 -0.43 10.51 -0.02 0.02 0.02
936 15.55 8.36 -99.69 -0.24 -0.39 10.67 -0.02 0.03 0.02
937 15.55 8.36 -99.69 -0.24 -0.51 10.63 -0.02 0.03 0.03
938 15.55 8.36 -99.69 -0.27 -0.39 10.63 -0.02 0.03 0.03
939 15.55 8.36 -99.69 -0.27 -0.43 10.71 -0.03 0.03 0.02
940 15.45 8.55 -99.18 -0.24 -0.43 10.63 -0.02 0.02 0.03
941 15.45 8.55 -99.18 -0.24 -0.47 10.55 -0.02 0.03 0.02
942 15.45 8.55 -99.18 -0.24 -0.39 10.59 -0.02 0.03 0.03
943 15.45 8.55 -99.18 -0.27 -0.43 10.63 -0.02 0.03 0.02
944 15.45 8.55 -99.18 -0.27 -0.43 10.67 -0.02 0.03 0.03
945 15.45 8.55 -99.18 -0.24 -0.39 10.67 -0.02 0.02 0.02
946 15.45 8.55 -99.18 -0.27 -0.39 10.67 -0.02 0.03 0.02
947 15.18 8.36 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.02
948 15.18 8.36 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.02
949 15.18 8.36 -99.39 -0.24 -0.39 10.63 -0.03 0.03 0.02
950 15.18 8.36 -99.39 -0.20 -0.43 10.63 -0.02 0.03 0.02
951 15.18 8.36 -99.39 -0.27 -0.51 10.59 -0.02 0.02 0.02
952 15.18 8.36 -99.39 -0.27 -0.51 10.75 -0.02 0.03 0.02
953 15.18 8.36 -99.39 -0.27 -0.43 10.79 -0.03 0.03 0.02
954 15.45 8.18 -99.18 -0.35 -0.47 10.51 -0.02 0.03 0.02
955 15.45 8.18 -99.18 -0.27 -0.51 10.43 -0.02 0.03 0.02
956 15.45 8.18 -99.18 -0.27 -0.43 10.75 -0.02 0.02 0.02
957 15.45 8.18 -99.18 -0.35 -0.43 10.59 -0.02 0.02 0.02
958 15.45 8.18 -99.18 -0.27 -0.47 10.79 -0.02 0.03 0.02
959 15.45 8.18 -99.18 -0.24 -0.39 10.71 -0.02 0.03 0.03
960 15.45 8.18 -99.18 -0.27 -0.47 10.55 -0.02 0.03 0.03
961 15.18 8.73 -99.39 -0.27 -0.59 10.51 -0.02 0.03 0.03
962 15.18 8.73 -99.39 -0.20 -0.39 10.67 -0.02 0.03 0.02
963 15.18 8.73 -99.39 -0.31 -0.47 10.67 -0.02 0.03 0.02
964 15.18 8.73 -99.39 -0.24 -0.51 10.67 -0.02 0.03 0.03
965 15.18 8.73 -99.39 -0.27 -0.43 10.59 -0.02 0.03 0.03
966 15.18 8.73 -99.39 -0.24 -0.43 10.59 -0.02 0.03 0.03
967 15.18 8.27 -98.98 -0.27 -0.43 10.67 -0.02 0.02 0.03
968 15.18 8.27 -98.98 -0.24 -0.47 10.63 -0.02 0.03 0.03
969 15.18 8.27 -98.98 -0.27 -0.47 10.63 -0.02 0.03 0.03
970 15.18 8.27 -98.98 -0.27 -0.47 10.59 -0.02 0.03 0.03
971 15.18 8.27 -98.98 -0.27 -0.43 10.59 -0.02 0.03 0.03
972 15.18 8.27 -98.98 -0.16 -0.43 10.59 -0.02 0.02 0.02
973 15.18 8.27 -98.98 -0.24 -0.43 10.59 -0.02 0.02 0.02
974 15.45 8.45 -99.08 -0.31 -0.51 10.67 -0.02 0.03 0.03
975 15.45 8.45 -99.08 -0.24 -0.39 10.63 -0.02 0.03 0.03
976 15.45 8.45 -99.08 -0.24 -0.39 10.67 -0.02 0.03 0.03
977 15.45 8.45 -99.08 -0.24 -0.47 10.71 -0.02 0.03 0.03
978 15.45 8.45 -99.08 -0.20 -0.47 10.71 -0.02 0.02 0.03
979 15.45 8.45 -99.08 -0.31 -0.43 10.59 -0.02 0.02 0.03
980 15.45 8.45 -99.08 -0.24 -0.43 10.71 -0.02 0.03 0.03
981 15.27 8.45 -99.39 -0.20 -0.47 10.79 -0.03 0.03 0.03
982 15.27 8.45 -99.39 -0.20 -0.47 10.67 -0.02 0.03 0.03
983 15.27 8.45 -99.39 -0.31 -0.39 10.63 -0.02 0.02 0.04
984 15.27 8.45 -99.39 -0.24 -0.43 10.63 -0.02 0.02 0.04
985 15.27 8.45 -99.39 -0.27 -0.55 10.75 -0.02 0.03 0.03
986 15.27 8.45 -99.39 -0.24 -0.51 10.79 -0.02 0.03 0.03
987 15.27 8.45 -99.39 -0.20 -0.39 10.75 -0.02 0.03 0.04
988 15.27 8.45 -99.39 -0.16 -0.43 10.67 -0.02 0.02 0.04
989 15.27 8.45 -99.39 -0.24 -0.47 10.67 -0.02 0.02 0.04
990 15.27 8.45 -99.39 -0.20 -0.51 10.67 -0.02 0.02 0.04
991 15.27 8.45 -99.39 -0.24 -0.47 10.63 -0.02 0.03 0.03
992 15.27 8.45 -99.39 -0.27 -0.47 10.75 -0.02 0.03 0.03
993 15.27 8.45 -99.39 -0.24 -0.43 10.71 -0.02 0.02 0.03
994 15.27 8.45 -99.39 -0.27 -0.47 10.55 -0.02 0.02 0.03
995 15.27 8.91 -99.49 -0.20 -0.43 10.71 -0.02 0.02 0.02
