SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
649 -9.91 -10.09 -99.80 -1.06 -1.41 10.90 0.24 -0.39 -0.22
650 -9.91 -10.09 -99.80 -1.10 -1.22 10.71 0.24 -0.37 -0.27
651 -9.91 -10.09 -99.80 -1.10 -1.10 10.28 0.22 -0.37 -0.27
652 0.00 0.00 0.00 -0.94 -1.14 10.79 0.12 -0.32 -0.25
653 -10.64 -10.73 -99.69 -0.86 -1.26 10.79 0.07 -0.25 -0.19
654 -10.64 -10.73 -99.69 -0.86 -1.18 10.59 0.05 -0.22 -0.16
655 -10.64 -10.73 -99.69 -0.86 -1.26 10.90 0.03 -0.20 -0.11
656 -10.64 -10.73 -99.69 -0.67 -1.41 10.67 0.10 -0.21 -0.06
657 -10.64 -10.73 -99.69 -0.71 -1.53 10.51 0.17 -0.26 -0.06
658 -10.64 -10.73 -99.69 -0.67 -1.49 10.59 0.11 -0.30 -0.10
659 -11.00 -11.09 -99.39 -0.63 -1.37 10.59 0.04 -0.28 -0.10
660 -11.00 -11.09 -99.39 -0.71 -1.18 10.59 0.01 -0.24 -0.08
661 -11.00 -11.09 -99.39 -0.71 -1.14 10.55 -0.01 -0.19 -0.06
662 -11.00 -11.09 -99.39 -0.71 -1.33 10.51 -0.02 -0.16 -0.03
663 -11.00 -11.09 -99.39 -0.63 -1.33 10.40 0.00 -0.12 -0.00
664 -11.00 -11.09 -99.39 -0.63 -1.29 10.71 0.06 -0.11 0.02
665 -11.82 -11.18 -99.18 -0.63 -1.41 10.79 0.16 -0.13 0.01
666 -11.82 -11.18 -99.18 -0.47 -1.45 10.71 0.20 -0.19 -0.05
667 -11.82 -11.18 -99.18 -0.39 -1.33 10.71 0.16 -0.19 -0.05
668 -11.82 -11.18 -99.18 -0.51 -1.29 10.71 0.13 -0.13 -0.01
669 -11.82 -11.18 -99.18 -0.55 -1.14 10.71 0.09 -0.11 0.00
670 -11.82 -11.18 -99.18 -0.47 -1.18 10.83 0.05 -0.17 0.04
671 -11.82 -11.18 -99.18 -0.47 -1.10 10.83 0.05 -0.17 0.08
672 -12.27 -11.55 -98.98 -0.39 -1.18 10.83 0.01 -0.28 0.08
673 -12.27 -11.55 -98.98 -0.27 -1.29 10.75 0.02 -0.36 0.09
674 -12.27 -11.55 -98.98 -0.35 -1.14 10.51 0.06 -0.35 0.09
675 -12.27 -11.55 -98.98 -0.31 -1.22 10.63 0.07 -0.30 0.09
676 -12.27 -11.55 -98.98 -0.24 -1.18 10.55 0.07 -0.27 0.10
677 -12.27 -11.55 -98.98 -0.24 -1.10 10.51 0.10 -0.24 0.09
678 -12.91 -11.82 -98.57 -0.24 -1.06 10.63 0.15 -0.18 0.06
679 -12.91 -11.82 -98.57 -0.16 -1.06 10.67 0.13 -0.14 0.03
680 -12.91 -11.82 -98.57 -0.24 -1.10 10.67 0.07 -0.10 0.01
681 -12.91 -11.82 -98.57 -0.31 -0.94 10.67 0.04 -0.04 0.01
682 -12.91 -11.82 -98.57 -0.31 -0.86 10.63 0.01 -0.05 -0.01
683 -12.91 -11.82 -98.57 -0.20 -0.98 10.67 -0.01 -0.09 -0.00
684 -12.91 -11.82 -98.57 -0.16 -1.10 10.79 -0.03 -0.12 -0.01
685 -12.91 -11.82 -98.57 -0.12 -1.18 10.71 -0.06 -0.09 0.01
686 -12.91 -11.82 -98.57 -0.20 -1.06 10.79 -0.06 -0.02 0.04
687 -12.91 -11.82 -98.57 -0.20 -1.02 10.87 -0.04 0.03 0.06
688 -12.91 -11.82 -98.57 -0.16 -1.06 10.51 0.01 0.04 0.06
689 -12.91 -11.82 -98.57 -0.20 -0.90 10.51 0.07 0.04 0.08
690 -12.91 -11.82 -98.57 -0.24 -0.86 10.51 0.07 0.04 0.13
691 -13.36 -12.09 -98.47 -0.20 -1.02 10.43 0.10 0.08 0.13
692 -13.36 -12.09 -98.47 -0.12 -1.14 10.59 0.12 0.16 0.18
693 -13.36 -12.09 -98.47 -0.24 -1.10 10.47 0.13 0.21 0.20
694 -13.36 -12.09 -98.47 -0.12 -1.14 10.87 0.11 0.19 0.17
695 -13.36 -12.09 -98.47 -0.16 -1.02 10.43 0.10 0.13 0.13
696 -13.36 -12.09 -98.47 -0.24 -0.94 10.55 0.09 0.08 0.12
697 -13.36 -12.09 -98.47 -0.24 -0.86 10.43 0.06 0.09 0.14
698 -13.36 -12.09 -98.47 -0.27 -0.82 10.67 0.03 0.13 0.19
699 -13.36 -12.09 -98.47 -0.35 -0.82 10.67 0.03 0.22 0.27
700 -13.36 -12.09 -98.47 -0.35 -0.78 10.63 0.09 0.32 0.31
701 -13.36 -12.09 -98.47 -0.47 -0.94 10.55 0.15 0.39 0.34
702 -13.36 -12.09 -98.47 -0.55 -0.94 10.83 0.17 0.45 0.34
703 -13.36 -12.09 -98.47 -0.51 -1.02 10.90 0.17 0.48 0.31
704 -12.09 -12.00 -98.06 -0.24 -1.26 10.63 0.17 0.48 0.31
705 -12.09 -12.00 -98.06 -0.16 -1.29 10.32 0.12 0.45 0.28
706 -12.09 -12.00 -98.06 -0.27 -1.33 11.57 -0.06 0.33 0.27
707 -12.09 -12.00 -98.06 -0.55 -1.53 11.96 -0.32 0.14 0.15
708 -12.09 -12.00 -98.06 -0.35 -0.82 11.41 -0.39 0.01 -0.12
709 -12.09 -12.00 -98.06 -0.75 -0.86 9.77 -0.20 -0.59 -0.01
710 -12.09 -12.00 -98.06 -0.35 -0.82 10.75 -0.05 -1.08 0.16
711 -13.45 -11.82 -98.27 -0.55 -0.59 10.63 0.07 -0.78 0.21
712 -13.45 -11.82 -98.27 -0.59 -0.59 10.67 0.16 -0.32 0.31
713 -13.45 -11.82 -98.27 -0.35 -0.75 10.83 0.21 -0.02 0.31
714 -13.45 -11.82 -98.27 -0.20 -1.02 10.71 0.30 -0.05 0.27
715 -13.45 -11.82 -98.27 -0.24 -1.06 10.71 0.37 -0.20 0.25
716 -13.45 -11.82 -98.27 -0.04 -1.14 10.75 0.32 -0.25 0.25
717 -13.82 -12.73 -97.86 -0.08 -1.02 10.83 0.18 -0.21 0.19
718 -13.82 -12.73 -97.86 -0.04 -0.98 10.79 0.06 -0.14 0.10
719 -13.82 -12.73 -97.86 -0.16 -0.78 11.02 -0.04 -0.09 0.01
720 -13.82 -12.73 -97.86 -0.27 -0.71 10.94 -0.10 -0.01 -0.02
721 -13.82 -12.73 -97.86 -0.24 -0.63 10.98 -0.09 0.03 -0.03
722 -13.82 -12.73 -97.86 -0.08 -0.67 10.75 -0.05 0.04 -0.01
723 -14.09 -12.64 -97.55 -0.16 -0.63 10.59 -0.07 0.04 0.03
724 -14.09 -12.64 -97.55 0.12 -0.71 10.59 -0.04 0.01 0.02
725 -14.09 -12.64 -97.55 -0.20 -0.71 10.98 -0.04 -0.04 0.00
726 -14.09 -12.64 -97.55 -0.16 -0.86 11.06 -0.06 -0.05 -0.00
727 -14.09 -12.64 -97.55 -0.16 -0.82 10.98 -0.09 -0.05 -0.02
728 -14.09 -12.64 -97.55 -0.08 -0.75 10.83 -0.09 -0.04 -0.04
729 -14.09 -12.64 -97.55 -0.04 -0.86 10.71 -0.06 -0.03 -0.01
730 -14.09 -12.27 -97.86 -0.08 -0.78 10.67 -0.05 -0.02 0.02
731 -14.09 -12.27 -97.86 -0.08 -0.82 10.63 -0.03 0.01 0.04
732 -14.09 -12.27 -97.86 -0.16 -0.82 10.79 0.02 0.03 0.06
733 -14.09 -12.27 -97.86 -0.20 -0.71 10.83 -0.02 0.01 -0.05
734 -14.09 -12.27 -97.86 -0.16 -0.75 10.79 -0.09 0.01 -0.14
735 -14.09 -12.27 -97.86 -0.12 -0.78 10.83 -0.10 0.02 -0.11
736 -14.00 -12.18 -97.65 -0.20 -0.90 10.75 -0.11 0.02 -0.09
737 -14.00 -12.18 -97.65 -0.12 -0.98 10.79 -0.13 0.01 -0.11
738 -14.00 -12.18 -97.65 0.00 -1.14 10.59 -0.11 0.02 -0.10
739 -14.00 -12.18 -97.65 0.04 -1.14 10.67 -0.10 0.04 -0.09
740 -14.00 -12.18 -97.65 0.00 -1.06 10.59 -0.08 0.05 -0.06
741 -14.00 -12.18 -97.65 -0.04 -1.10 10.67 -0.05 0.05 0.00
742 -14.00 -12.18 -97.65 -0.16 -0.82 10.79 0.01 0.03 0.05
743 -13.82 -12.09 -97.55 -0.24 -0.71 10.79 -0.00 0.02 0.05
744 -13.82 -12.09 -97.55 -0.20 -0.86 10.75 -0.00 0.02 -0.03
745 -13.82 -12.09 -97.55 -0.04 -0.86 10.67 -0.08 0.01 -0.01
746 -13.82 -12.09 -97.55 -0.08 -0.82 10.40 -0.10 0.02 -0.06
747 -13.82 -12.09 -97.55 -0.08 -0.98 10.63 -0.09 0.01 -0.04
748 -13.82 -12.09 -97.55 -0.20 -0.86 10.79 -0.05 0.01 0.01
749 -13.91 -12.27 -97.86 -0.16 -0.86 10.75 0.02 0.04 0.07
750 -13.91 -12.27 -97.86 -0.08 -0.94 10.67 0.07 0.06 0.11
751 -13.91 -12.27 -97.86 -0.16 -1.06 10.90 0.06 0.05 0.10
752 -13.91 -12.27 -97.86 -0.12 -1.06 10.87 0.02 0.05 0.06
753 -13.91 -12.27 -97.86 -0.12 -1.02 10.87 -0.02 0.05 0.01
754 -13.91 -12.27 -97.86 -0.12 -0.94 10.75 -0.09 0.04 -0.04
755 -13.64 -11.91 -98.06 -0.12 -0.94 10.79 -0.15 0.04 -0.07
756 -13.64 -11.91 -98.06 0.00 -1.02 10.79 -0.17 0.03 -0.09
757 -13.64 -11.91 -98.06 0.00 -1.10 10.59 -0.16 0.04 -0.06
758 -13.64 -11.91 -98.06 0.08 -1.02 10.63 -0.14 0.05 -0.01
759 -13.64 -11.91 -98.06 0.08 -1.06 10.59 -0.11 0.04 0.03
760 -13.64 -11.91 -98.06 -0.08 -0.86 10.67 -0.10 0.03 -0.01
761 -13.64 -11.91 -98.06 -0.04 -0.98 10.59 -0.09 0.04 -0.01
762 -13.55 -11.82 -97.65 0.12 -1.14 10.55 -0.09 0.04 -0.02
763 -13.55 -11.82 -97.65 0.04 -1.10 10.51 -0.07 0.04 -0.02
764 -13.55 -11.82 -97.65 -0.08 -0.98 10.43 -0.10 0.02 -0.01
765 -13.55 -11.82 -97.65 -0.04 -0.98 10.94 -0.12 0.01 -0.01
766 -13.55 -11.82 -97.65 -0.16 -0.94 10.59 -0.13 0.03 -0.03
767 -13.55 -11.82 -97.65 -0.08 -0.98 10.47 -0.14 0.05 -0.06
768 -13.82 -11.27 -98.16 -0.16 -1.10 10.40 -0.13 0.06 -0.06
769 -13.82 -11.27 -98.16 -0.16 -1.14 10.51 -0.09 0.05 -0.07
770 -13.82 -11.27 -98.16 -0.20 -1.18 10.71 -0.07 0.03 -0.11
771 -13.82 -11.27 -98.16 -0.24 -1.29 10.71 -0.08 0.03 -0.16
772 -13.82 -11.27 -98.16 -0.20 -1.33 10.59 -0.09 0.03 -0.17
773 -13.82 -11.27 -98.16 -0.12 -1.29 10.75 -0.10 0.02 -0.17
774 -13.82 -11.27 -98.16 -0.08 -1.14 10.75 -0.08 0.01 -0.10
775 -13.55 -11.55 -97.86 -0.20 -1.18 10.55 -0.05 0.00 -0.05
776 -13.55 -11.55 -97.86 -0.24 -1.06 10.71 0.01 0.02 -0.01
777 -13.55 -11.55 -97.86 -0.20 -1.10 10.79 0.03 0.02 0.00
778 -13.55 -11.55 -97.86 -0.16 -1.18 10.90 0.00 0.00 -0.05
779 -13.55 -11.55 -97.86 -0.08 -1.26 10.71 -0.06 -0.01 -0.11
780 -13.55 -11.55 -97.86 0.00 -1.29 10.71 -0.09 -0.01 -0.11
781 -13.73 -11.55 -97.65 0.12 -1.22 10.51 -0.10 -0.01 -0.08
782 -13.73 -11.55 -97.65 0.00 -1.22 10.51 -0.09 -0.00 -0.05
783 -13.73 -11.55 -97.65 0.08 -1.26 10.55 -0.03 0.02 0.03
784 -13.73 -11.55 -97.65 -0.04 -1.22 10.75 -0.03 0.02 0.05
785 -13.73 -11.55 -97.65 -0.08 -1.06 10.83 0.03 0.03 0.05
786 -13.73 -11.55 -97.65 -0.04 -1.14 10.94 0.01 0.01 0.02
787 -13.73 -11.55 -97.65 0.04 -1.14 10.98 0.01 0.02 0.03
788 -13.82 -11.36 -98.06 -0.08 -0.90 11.06 0.07 0.01 0.08
789 -13.82 -11.36 -98.06 -0.08 -0.98 11.14 0.10 -0.02 0.04
790 -13.82 -11.36 -98.06 0.04 -1.14 11.10 0.05 -0.03 -0.04
791 -13.82 -11.36 -98.06 0.27 -1.22 10.79 0.01 0.02 -0.06
792 -13.82 -11.36 -98.06 0.31 -1.18 10.63 -0.02 0.06 -0.06
793 -13.82 -11.36 -98.06 0.12 -1.14 10.63 -0.10 0.03 -0.10
794 -13.64 -11.73 -98.27 0.04 -0.94 10.59 -0.15 0.02 -0.10
795 -13.64 -11.73 -98.27 -0.08 -0.98 10.63 -0.13 0.03 -0.08
796 -13.64 -11.73 -98.27 -0.31 -0.94 10.59 -0.16 0.03 -0.15
797 -13.64 -11.73 -98.27 -0.27 -0.98 10.59 -0.15 0.06 -0.17
798 -13.64 -11.73 -98.27 -0.27 -0.94 10.71 -0.07 0.09 -0.16
799 -13.64 -11.73 -98.27 -0.31 -1.10 10.71 -0.01 0.08 -0.17
800 -13.64 -11.91 -98.06 -2.71 0.08 13.73 0.14 0.05 -0.22
801 -13.64 -11.91 -98.06 -0.67 0.31 11.14 0.14 0.05 -0.29
802 -13.64 -11.91 -98.06 0.27 -1.37 10.87 0.32 0.09 -0.29
803 -13.64 -11.91 -98.06 0.63 -1.49 10.55 0.05 0.26 -0.32
804 -13.64 -11.91 -98.06 0.24 -0.86 10.28 0.02 0.31 -0.28
805 -13.64 -11.91 -98.06 -0.12 -0.63 10.04 -0.05 0.20 -0.24
806 -13.64 -11.91 -98.06 -0.24 -1.37 10.79 0.16 0.15 -0.03
807 -12.91 -12.18 -97.86 0.75 -2.20 10.55 0.40 0.12 0.15
808 -12.91 -12.18 -97.86 1.69 -2.39 8.12 -0.06 0.02 -0.10
809 -12.91 -12.18 -97.86 -1.10 -1.80 11.77 -0.36 0.12 -0.09
810 -12.91 -12.18 -97.86 -0.90 -0.63 10.83 0.12 0.00 0.02
811 -12.91 -12.18 -97.86 -0.47 -1.33 11.26 0.40 -0.10 0.03
812 -12.91 -12.18 -97.86 -0.08 -1.18 10.43 0.48 -0.10 -0.01
813 -12.91 -12.82 -97.96 0.31 -1.33 10.08 0.44 0.14 -0.03
814 -12.91 -12.82 -97.96 0.47 -1.61 10.24 0.23 0.13 -0.16
815 -12.91 -12.82 -97.96 0.20 -1.53 10.43 0.19 -0.03 -0.17
816 -12.91 -12.82 -97.96 -0.12 -1.22 10.63 0.27 -0.16 -0.05
817 -12.91 -12.82 -97.96 -0.24 -0.78 10.79 0.27 -0.16 -0.01
818 -12.91 -12.82 -97.96 -0.55 -0.39 10.98 0.20 -0.19 -0.02
819 -12.91 -12.82 -97.96 -0.55 -0.31 10.71 0.07 -0.09 -0.02
820 -13.18 -13.27 -97.96 -0.31 -0.43 10.67 -0.03 0.00 -0.02
821 -13.18 -13.27 -97.96 -0.20 -0.47 10.71 -0.12 0.02 -0.09
822 -13.18 -13.27 -97.96 -0.04 -0.71 10.59 -0.13 0.02 -0.10
823 -13.18 -13.27 -97.96 0.08 -0.67 10.47 -0.09 0.02 -0.12
824 -13.18 -13.27 -97.96 0.04 -0.71 10.51 -0.09 0.02 -0.14
825 -13.18 -13.27 -97.96 0.00 -0.59 10.83 -0.07 0.03 -0.15
826 -13.18 -13.18 -97.86 -0.08 -0.55 10.59 -0.06 0.01 -0.14
827 -13.18 -13.18 -97.86 0.00 -0.63 10.63 -0.06 0.00 -0.15
828 -13.18 -13.18 -97.86 -0.08 -0.59 10.87 -0.08 -0.03 -0.17
829 -13.18 -13.18 -97.86 -0.04 -0.59 10.94 -0.11 -0.04 -0.18
830 -13.18 -13.18 -97.86 -0.08 -0.55 11.02 -0.14 -0.04 -0.15
831 -13.18 -13.18 -97.86 -0.08 -0.67 11.02 -0.13 -0.04 -0.14
832 -13.18 -13.18 -97.86 -0.04 -0.67 10.98 -0.11 -0.02 -0.13
833 -13.09 -13.09 -97.86 0.04 -0.86 10.75 -0.08 0.02 -0.08
834 -13.09 -13.09 -97.86 0.12 -0.90 10.90 -0.07 0.06 -0.04
835 -13.09 -13.09 -97.86 0.12 -0.90 10.94 -0.08 0.07 -0.05
836 -13.09 -13.09 -97.86 -0.12 -0.86 10.98 -0.11 0.07 -0.11
837 -13.09 -13.09 -97.86 0.20 -0.51 9.73 -0.17 0.02 -0.19
838 -13.09 -13.09 -97.86 0.43 -1.14 10.28 -0.16 -0.50 -0.30
839 -13.36 -13.36 -97.86 0.08 -1.10 10.90 -0.16 -0.89 -0.25
840 -13.36 -13.36 -97.86 0.67 -1.88 11.30 -0.05 -0.89 -0.25
841 -13.36 -13.36 -97.86 0.24 -1.18 10.51 0.09 -0.51 -0.00
842 -13.36 -13.36 -97.86 -0.08 -0.94 10.83 0.02 0.27 0.34
843 -13.36 -13.36 -97.86 -0.08 -0.94 10.71 -0.14 0.50 0.31
844 -13.36 -13.36 -97.86 0.00 -0.71 10.75 -0.40 0.39 0.05
845 -13.36 -13.36 -97.86 -0.08 -0.67 10.47 -0.49 0.15 -0.09
846 -13.36 -13.36 -97.86 0.24 -0.90 10.71 -0.47 0.08 -0.08
847 -13.36 -13.36 -97.86 0.08 -1.37 10.51 -0.47 0.01 -0.15
848 -13.36 -13.36 -97.86 0.12 -1.37 10.59 -0.33 -0.10 -0.15
849 -13.36 -13.36 -97.86 0.08 -1.37 10.55 -0.15 -0.13 -0.12
850 -13.36 -13.36 -97.86 -0.12 -0.98 10.67 0.01 -0.12 -0.07
851 -13.36 -13.36 -97.86 -0.12 -0.90 10.67 0.05 -0.09 -0.19
852 -12.91 -12.00 -98.16 -0.04 -1.02 10.59 -0.22 0.00 -0.48
853 -12.91 -12.00 -98.16 0.04 -1.45 11.14 -0.41 0.10 -0.54
854 -12.91 -12.00 -98.16 0.04 -1.22 10.90 -0.24 0.24 -0.25
855 -12.91 -12.00 -98.16 0.08 -1.26 10.67 -0.01 0.26 -0.08
856 -12.91 -12.00 -98.16 -0.04 -1.41 10.94 0.09 0.22 -0.08
857 -12.91 -12.00 -98.16 -0.16 -1.14 11.10 0.14 0.30 -0.12
858 -12.18 -12.00 -98.27 -0.16 -1.14 10.94 0.03 0.53 -0.29
859 -12.18 -12.00 -98.27 0.12 -1.33 11.06 0.00 0.53 -0.29
860 -12.18 -12.00 -98.27 0.12 -1.22 10.43 -0.06 0.61 -0.55
861 -12.18 -12.00 -98.27 0.08 -0.94 10.12 0.15 0.51 -0.75
862 -12.18 -12.00 -98.27 0.04 -1.02 10.24 0.38 0.25 -0.66
863 -12.18 -12.00 -98.27 -0.59 -0.59 11.14 0.44 0.15 -0.61
864 -12.18 -12.00 -98.27 -0.20 -0.78 10.51 0.38 0.19 -0.72
865 -10.64 -13.27 -97.65 -0.20 -0.82 10.67 0.36 0.14 -0.74
866 -10.64 -13.27 -97.65 -0.55 -0.63 10.94 0.38 0.08 -0.81
867 -10.64 -13.27 -97.65 -0.08 -1.10 11.14 0.26 0.03 -0.95
868 -10.64 -13.27 -97.65 0.27 -1.61 10.90 0.18 0.07 -0.99
869 -10.64 -13.27 -97.65 0.24 -1.41 10.79 0.04 0.05 -1.03
870 -10.64 -13.27 -97.65 0.27 -1.49 11.10 -0.14 -0.10 -1.08
871 -9.91 -13.73 -98.16 0.08 -1.37 11.22 -0.34 -0.10 -1.27
872 -9.91 -13.73 -98.16 -0.08 -1.26 11.14 -0.45 -0.04 -1.55
873 -9.91 -13.73 -98.16 -0.47 -0.82 10.90 -0.44 -0.06 -1.67
874 -9.91 -13.73 -98.16 -0.27 -0.86 10.71 -0.35 -0.14 -1.63
875 -9.91 -13.73 -98.16 -0.12 -0.63 10.63 -0.11 -0.20 -1.40
876 -9.91 -13.73 -98.16 0.00 -0.78 10.51 -0.11 -0.04 -1.11
877 -9.91 -13.73 -98.16 0.04 -0.94 10.51 0.09 -0.05 -1.11
878 -9.00 -14.27 -98.27 0.27 -1.29 10.59 0.23 0.09 -0.89
879 -9.00 -14.27 -98.27 0.67 -1.57 10.83 0.36 0.12 -0.81
880 -9.00 -14.27 -98.27 0.67 -1.49 10.87 0.42 0.08 -0.83
881 -9.00 -14.27 -98.27 0.47 -1.29 10.94 0.30 0.05 -1.11
882 -9.00 -14.27 -98.27 0.35 -1.14 10.87 0.07 0.09 -1.38
883 -9.00 -14.27 -98.27 0.24 -1.06 10.87 -0.22 0.15 -1.63
884 -7.27 -14.09 -97.76 0.59 -0.98 10.67 -0.39 0.27 -1.82
885 -7.27 -14.09 -97.76 0.39 -0.98 10.63 -0.36 0.30 -1.80
886 -7.27 -14.09 -97.76 0.35 -1.06 10.51 -0.32 0.32 -1.79
887 -7.27 -14.09 -97.76 0.00 -1.22 10.87 -0.35 0.32 -1.86
888 -7.27 -14.09 -97.76 0.35 -1.06 10.90 -0.30 0.34 -1.97
889 -7.27 -14.09 -97.76 0.12 -0.86 10.83 -0.30 0.34 -1.99
890 -7.27 -14.09 -97.76 0.31 -1.26 10.98 -0.09 0.21 -1.99
891 -4.82 -14.64 -98.27 0.31 -1.18 11.14 0.09 0.02 -1.95
892 -4.82 -14.64 -98.27 -0.04 -0.78 10.75 0.24 -0.14 -2.03
893 -4.82 -14.64 -98.27 -0.43 -0.98 11.96 0.39 -0.18 -2.09
894 -4.82 -14.64 -98.27 -0.12 -0.04 10.83 0.63 -0.21 -2.06
895 -4.82 -14.64 -98.27 -0.12 -0.39 11.26 0.90 -0.25 -1.92
896 -4.82 -14.64 -98.27 0.00 -0.27 10.79 1.10 -0.24 -1.80
897 -3.91 -17.27 -97.35 0.08 -0.59 11.34 1.18 -0.25 -1.79
898 -3.91 -17.27 -97.35 0.63 -0.55 11.81 1.16 -0.27 -1.88
899 -3.91 -17.27 -97.35 1.29 -0.04 10.98 1.18 -0.33 -2.05
900 -3.91 -17.27 -97.35 0.31 0.04 11.10 0.98 -0.10 -2.01
901 -3.91 -17.27 -97.35 0.98 -0.35 10.12 0.67 -0.10 -2.13
902 -3.91 -17.27 -97.35 1.10 0.04 10.36 0.32 -0.17 -2.07
903 -3.91 -17.27 -97.35 1.06 0.12 10.51 0.32 -0.17 -1.93
904 -2.00 -18.36 -96.84 0.27 0.08 10.59 -0.01 -0.09 -1.93
905 -2.00 -18.36 -96.84 0.35 0.20 10.51 -0.19 -0.09 -1.81
906 -2.00 -18.36 -96.84 0.16 0.20 10.47 -0.22 -0.11 -1.74
907 -2.00 -18.36 -96.84 0.16 -0.04 10.67 -0.19 -0.16 -1.65
908 -2.00 -18.36 -96.84 0.12 0.27 10.51 -0.11 -0.23 -1.60
909 -2.00 -18.36 -96.84 0.31 0.08 10.63 -0.04 -0.23 -1.68
910 -2.00 -18.36 -96.84 0.67 0.04 10.63 0.00 -0.18 -1.74
911 -0.64 -18.18 -97.14 0.75 -0.16 10.87 0.11 -0.16 -1.86
912 -0.64 -18.18 -97.14 0.55 0.12 10.71 0.14 -0.20 -2.07
913 -0.64 -18.18 -97.14 0.59 0.51 10.59 0.00 -0.16 -2.16
914 -0.64 -18.18 -97.14 0.78 0.35 10.79 -0.15 -0.07 -2.10
915 -0.64 -18.18 -97.14 1.06 0.59 10.51 -0.14 -0.01 -1.99
916 -0.64 -18.18 -97.14 0.94 0.55 10.47 -0.14 0.07 -1.77
917 1.36 -17.73 -97.24 1.10 -0.04 11.61 -0.09 0.06 -1.77
918 1.36 -17.73 -97.24 0.51 0.51 10.71 0.01 0.06 -1.51
919 1.36 -17.73 -97.24 0.47 0.27 10.94 0.15 -0.12 -1.49
920 1.36 -17.73 -97.24 0.86 -0.27 11.06 0.19 -0.22 -1.44
921 1.36 -17.73 -97.24 0.71 0.75 10.55 0.18 -0.25 -1.51
922 1.36 -17.73 -97.24 0.98 0.59 10.63 0.20 -0.24 -1.77
923 1.36 -17.73 -97.24 1.41 0.39 10.87 0.16 -0.01 -1.81
924 2.91 -17.09 -96.94 1.26 0.98 10.24 0.20 0.07 -1.85
925 2.91 -17.09 -96.94 1.26 0.98 10.24 0.17 -0.03 -1.91
926 2.91 -17.09 -96.94 1.37 0.55 10.83 0.17 -0.03 -1.95
927 2.91 -17.09 -96.94 1.33 0.78 11.18 0.06 -0.08 -1.92
928 2.91 -17.09 -96.94 1.45 0.90 10.90 -0.06 -0.14 -1.95
929 2.91 -17.09 -96.94 0.55 1.02 10.87 -0.28 -0.05 -2.00
930 2.91 -17.09 -96.94 0.27 0.94 10.75 -0.38 0.13 -1.96
931 4.91 -16.18 -97.45 0.39 0.90 11.06 -0.37 0.29 -1.89
932 4.91 -16.18 -97.45 1.02 0.59 10.90 -0.26 0.40 -1.84
933 4.91 -16.18 -97.45 0.86 0.75 11.06 0.00 0.30 -1.92
934 4.91 -16.18 -97.45 0.90 0.86 11.49 0.15 0.19 -1.98
935 4.91 -16.18 -97.45 1.33 0.78 10.47 0.26 0.03 -1.99
936 4.91 -16.18 -97.45 1.41 0.98 10.43 0.26 0.03 -1.99
937 4.91 -16.18 -97.45 2.00 0.90 10.43 0.33 -0.15 -2.00
938 6.45 -15.73 -97.35 1.18 1.02 10.32 0.30 -0.29 -2.03
939 6.45 -15.73 -97.35 0.47 1.06 10.43 0.32 -0.44 -2.01
940 6.45 -15.73 -97.35 -0.08 1.45 9.77 0.37 -0.48 -1.86
941 6.45 -15.73 -97.35 0.16 0.78 10.63 0.15 -0.38 -1.62
942 6.45 -15.73 -97.35 0.27 0.63 10.71 -0.10 -0.23 -1.37
943 6.45 -15.73 -97.35 0.16 0.78 10.71 -0.18 -0.11 -1.39
944 6.45 -14.91 -97.96 0.20 0.55 10.67 -0.22 0.04 -1.37
945 7.73 -14.91 -97.96 0.16 0.78 10.51 -0.22 0.12 -1.34
946 7.73 -14.91 -97.96 0.27 0.98 10.47 -0.17 0.15 -1.34
947 7.73 -14.91 -97.96 0.51 1.29 10.40 -0.04 0.20 -1.37
948 7.73 -14.91 -97.96 0.43 1.14 10.43 -0.01 0.23 -1.33
949 7.73 -14.91 -97.96 0.59 1.18 10.83 0.04 0.20 -1.17
950 7.73 -14.91 -97.96 0.59 1.33 10.71 0.15 0.13 -0.95
951 9.00 -14.36 -97.96 0.63 1.37 10.71 0.19 0.05 -0.88
952 9.00 -14.36 -97.96 -1.65 3.53 10.32 0.16 0.06 -0.86
953 9.00 -14.36 -97.96 0.31 1.18 10.87 -0.03 0.05 -0.84
954 9.00 -14.36 -97.96 0.35 1.22 10.79 -0.03 0.02 -0.75
955 9.00 -14.36 -97.96 0.55 1.06 10.90 -0.13 0.02 -0.75
956 9.00 -14.36 -97.96 0.00 1.49 10.75 -0.11 0.01 -0.73
957 9.00 -14.36 -97.96 0.47 1.37 10.67 0.03 -0.01 -0.79
958 9.45 -13.45 -97.65 0.71 1.29 10.75 -0.02 0.02 -0.75
959 9.45 -13.45 -97.65 0.55 1.29 10.59 -0.15 0.10 -0.63
960 9.45 -13.45 -97.65 0.71 1.29 10.63 -0.25 0.18 -0.49
961 9.45 -13.45 -97.65 0.67 1.33 10.51 -0.23 0.18 -0.40
962 9.45 -13.45 -97.65 0.51 1.18 10.47 -0.15 0.14 -0.23
963 9.45 -13.45 -97.65 0.43 0.90 10.83 -0.03 0.08 -0.10
964 9.45 -13.45 -97.65 0.12 0.98 10.79 -0.03 0.08 -0.10
965 10.00 -13.36 -98.16 0.04 1.18 10.71 0.03 0.03 -0.10
966 10.00 -13.36 -98.16 0.39 1.10 10.63 -0.03 0.04 -0.10
